,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,China,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Colombia,Argentina,Russia
2013-06-05,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,3.0,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-06,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-07,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-10,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-11,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-12,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,5.75,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-13,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-14,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-17,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-18,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-19,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-20,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-21,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-24,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-25,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.5,0.05,3.25,9.5,8.25
2013-06-26,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-06-27,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-06-28,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-01,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-02,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-03,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.75,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-04,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-05,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-08,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-09,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-10,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.0,2.0,5.0,4.0,2.5,6.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-11,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-12,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-15,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-16,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-17,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-18,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-19,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-22,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-23,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.25,0.05,3.25,9.5,8.25
2013-07-24,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-07-25,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-07-26,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-07-29,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-07-30,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-07-31,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-01,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-02,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-05,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-06,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.75,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-07,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-08,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-09,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-12,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-13,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-14,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-15,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-16,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-19,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-20,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-21,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-22,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-23,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-26,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-27,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,4.0,0.05,3.25,9.5,8.25
2013-08-28,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,8.5,2.0,5.0,4.0,2.5,6.5,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-08-29,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-08-30,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-02,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-03,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-04,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-05,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,4.0,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-06,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-09,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-10,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-11,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.0,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-12,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.25,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,8.25
2013-09-13,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.25,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,5.5
2013-09-16,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.25,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,5.5
2013-09-17,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.25,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,5.5
2013-09-18,0.125,0.05,0.5,1.0,0.5,0.125,0.5,2.5,0.5,-0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.25,0.5,2.5,0.5,0.5,6.0,7.25,2.5,9.0,2.0,5.0,3.75,2.5,7.25,3.0,4.5,3.5,2.5,5.0,0.5,4.25,3.8,0.05,3.25,9.5,5.5
