,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,China,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Peru,Hungary,Czechia,Colombia,Argentina,Russia
2020-06-26,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.75,38.0,4.5
2020-06-29,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.75,38.0,4.5
2020-06-30,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.75,38.0,4.5
2020-07-01,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-02,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-03,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-06,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,2.0,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-07,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-08,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-09,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-10,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-13,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-14,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-15,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.25,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-16,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-17,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-20,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-21,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.75,0.25,2.5,38.0,4.5
2020-07-22,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.5
2020-07-23,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.75,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.5
2020-07-24,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.5
2020-07-27,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.25
2020-07-28,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.25
2020-07-29,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.25
2020-07-30,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.25
2020-07-31,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.5,38.0,4.25
2020-08-03,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-04,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-05,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.25,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-06,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-07,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-10,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-11,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-12,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-13,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,5.0,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-14,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-17,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-18,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-19,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-20,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-21,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-24,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-25,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-26,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-27,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-28,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-08-31,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.25,38.0,4.25
2020-09-01,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-02,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-03,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-04,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-07,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-08,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-09,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-10,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-11,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-14,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-15,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-16,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-17,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-18,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-21,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-22,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-23,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-24,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.5,0.5,4.0,1.75,8.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-25,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,2.0,38.0,4.25
2020-09-28,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-09-29,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-09-30,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-01,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-02,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-05,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-06,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-07,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
2020-10-08,0.125,-0.1,0.1,0.25,0.0,-0.75,0.0,0.25,0.0,-0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,3.85,4.0,0.5,2.0,1.0,3.5,4.25,0.5,4.0,1.75,10.25,2.25,0.1,0.5,0.0,0.25,0.6,0.25,1.75,38.0,4.25
